subject_id,session_id,label,mean,median,std,skewness,kurtosis,path_length,temporal_mean,temporal_median,temporal_std,temporal_skewness,temporal_kurtosis,temporal_path_length
subject_21,8,closed,0.1003390284396739,0.0925168430205113,0.050711011514350805,0.9379253611213249,1.106685367991851,0.03133124727886262,0.007702109417248366,0.007877098181657657,0.004297471028719572,0.17209472965283365,0.86050535431154,0.0012005188992421814
subject_21,8,open,0.06993854499139583,0.06048258808105049,0.04496973778839037,1.417430717935745,2.5770593587875457,0.02792935574924566,0.015564717797312581,0.016509972270197053,0.005700755205953498,0.8885764000481532,5.7553367129518955,0.009113559764937341
subject_21,9,closed,0.2988107624447876,0.23414731968311175,0.25938603430582235,3.928009521826208,24.807001311191332,0.06717724377463771,0.14750664868101693,0.11933888388925486,0.12479968595455157,0.663946497160147,2.553913159669058,0.028325697149276755
subject_21,9,open,0.07685303406557686,0.06606048829154386,0.04650455282975788,1.5503067982665137,3.543798034088927,0.031191172951313264,0.012831763252153626,0.01322908644655804,0.004158571182132333,0.13923875618614892,0.6007945109820594,0.0027765879673463897
subject_21,10,closed,0.2334205722400074,0.2102459588134839,0.12156786074366498,0.8937533206441368,0.7782136418955043,0.05222999170701873,0.030363851155832573,0.026098863041558687,0.01631701045831387,0.18615882185298624,0.48061091486602525,0.0036448351287117005
subject_21,10,open,0.07685303406557686,0.06606048829154386,0.04650455282975788,1.5503067982665137,3.543798034088927,0.031191172951313264,0.012831763252153626,0.01322908644655804,0.004158571182132333,0.13923875618614892,0.6007945109820594,0.0027765879673463897
subject_21,11,closed,0.15143439187244898,0.11672880784995604,0.15445163908760662,7.046272325893766,81.32613344465807,0.03474801576569629,0.05708084129253637,0.0286703262353504,0.0949525362807332,1.1665589625930615,7.379998888050158,0.011550368572170767
subject_21,11,open,0.07932015677959159,0.0647983847022123,0.05258406939619779,1.8142660879115393,5.061940554950555,0.030309084246287893,0.014558912584483268,0.016820112825052656,0.006972710181751941,0.2961629804189288,1.1818574952157266,0.002133093003867548
subject_21,12,closed,0.18311251393024722,0.1556033516945457,0.1335473895953635,3.7927021632432827,27.306609858304288,0.03672685532060441,0.06445931885824495,0.04902333232770143,0.05910328062611404,0.9272357326599995,4.251537592503151,0.008657602796356575
subject_21,12,open,0.07932015677959159,0.0647983847022123,0.05258406939619779,1.8142660879115393,5.061940554950555,0.030309084246287893,0.014558912584483268,0.016820112825052656,0.006972710181751941,0.2961629804189288,1.1818574952157266,0.002133093003867548
subject_21,13,closed,0.22739220420640763,0.1989560395044288,0.1516227601695655,2.9392970498781237,16.19905607367446,0.04660801162687618,0.06329063318264984,0.044372260966764165,0.05965556778330309,0.5585032880970091,1.742026982373047,0.006186100958237142
subject_21,13,open,0.09369126194972455,0.08190530038188665,0.05517442383978929,1.544609875268258,3.188835750124392,0.03816084651983966,0.010000658170688638,0.009800861934657311,0.004316733492741326,0.15475076787588665,0.7896059355296516,0.0036489298689102384
subject_21,14,closed,0.1411948598595969,0.12219078807008343,0.0841058513827979,1.0641980496278782,0.8919570195363371,0.038183316865717444,0.0433574239243044,0.043231075698020545,0.015590261458879295,0.35111493355315465,1.0966726144807664,0.004341705368460301
subject_21,14,open,0.09093496383233794,0.07961529490867447,0.053103422091512344,1.5804974762179462,3.9979375452026424,0.035072665208096945,0.007127544636311484,0.007713246332676492,0.0034244941334242054,0.13340522173204986,0.8832901607231052,0.0029810293380350726
subject_21,15,closed,0.2262905003473761,0.18508539705026852,0.15219907214307413,1.2094112124958458,1.6776805031370046,0.048762282882633595,0.05176337794000331,0.05915860794180496,0.028623491232148933,0.6007501013051039,2.214594102799867,0.00967082325431571
subject_21,15,open,0.08678461005603147,0.07385046645755655,0.05399641658178951,1.7301014182594419,4.03826376061338,0.03662249215964973,0.003839206944015287,0.004470047127001384,0.0018179975176778576,0.18250710556212535,0.9665525656459996,0.002401266980968504
subject_21,16,closed,0.2229532270892445,0.18698570689705185,0.14240060237770563,1.2257689629963024,1.7830086573324984,0.04688107763449755,0.050863711088392875,0.04870885608362175,0.028743819905407742,0.286415202922397,0.9255684538480752,0.0065096436150980114
subject_21,16,open,0.08574592658765724,0.07503993412862539,0.04888373742369871,1.312380065419969,2.5035805900686414,0.03595470897499049,0.007090757891202184,0.007803561981277753,0.0027434235773839155,0.17668715665611326,1.1526479625953039,0.0024918644355939753
